topicId,rank,docId,filename
0,20,645,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_1.txt
0,21,641,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Набег.%20Рассказ%20волонтера.%203_4.txt
0,22,633,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_6.txt
0,23,630,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_3.txt
0,24,615,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_95.txt
0,25,608,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_89.txt
0,26,607,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_88.txt
0,27,598,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_8.txt
0,28,578,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_62.txt
0,29,576,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_60.txt
0,30,575,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_6.txt
0,31,564,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_5.txt
0,32,561,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_47.txt
0,33,559,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_45.txt
0,34,553,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_4.txt
0,35,545,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_32.txt
0,36,541,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_29.txt
0,37,533,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_216.txt
0,38,504,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_191.txt
0,39,502,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_19.txt
0,40,496,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_184.txt
0,41,494,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_183.txt
0,42,471,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_163.txt
0,43,464,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_157.txt
0,44,463,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_156.txt
0,45,454,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_149.txt
0,46,449,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_144.txt
0,47,433,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_13.txt
0,48,430,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_127.txt
0,49,425,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_122.txt
0,50,420,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_118.txt
0,51,418,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_116.txt
0,52,415,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_113.txt
0,53,410,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_109.txt
0,54,407,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_106.txt
0,55,401,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_100.txt
0,56,393,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_76.txt
0,57,383,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_67.txt
0,58,373,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_58.txt
0,59,366,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_51.txt
0,60,356,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_42.txt
0,61,333,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_21.txt
0,62,331,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_2.txt
0,63,329,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_18.txt
0,64,328,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_17.txt
0,65,323,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_13.txt
0,66,320,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_10.txt
0,67,319,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2012_1.txt
0,68,315,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_97.txt
0,69,311,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_93.txt
0,70,294,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_78.txt
0,71,290,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_74.txt
0,72,287,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_71.txt
0,73,285,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_7.txt
0,74,284,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_69.txt
0,75,273,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_59.txt
0,76,269,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_55.txt
0,77,262,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_49.txt
0,78,258,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_45.txt
0,79,253,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_40.txt
0,80,245,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_33.txt
0,81,244,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_32.txt
0,82,243,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_31.txt
0,83,235,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_240.txt
0,84,219,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_226.txt
0,85,210,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_218.txt
0,86,201,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_21.txt
0,87,194,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_203.txt
0,88,193,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_202.txt
0,89,189,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_2.txt
0,90,186,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_197.txt
0,91,184,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_195.txt
0,92,175,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_187.txt
0,93,174,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_186.txt
0,94,167,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_18.txt
0,95,156,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_17.txt
0,96,153,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_167.txt
0,97,142,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_157.txt
0,98,140,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_155.txt
0,99,138,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_153.txt
0,100,133,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_149.txt
0,101,121,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_138.txt
0,102,114,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_131.txt
0,103,110,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_128.txt
0,104,105,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_123.txt
0,105,92,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_111.txt
0,106,87,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_107.txt
0,107,86,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_106.txt
0,108,81,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_101.txt
0,109,77,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2011_0.txt
0,110,74,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_7.txt
0,111,71,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_64.txt
0,112,70,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_63.txt
0,113,69,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_62.txt
0,114,60,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_54.txt
0,115,57,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_51.txt
0,116,54,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_49.txt
0,117,53,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_48.txt
0,118,44,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_40.txt
0,119,37,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_34.txt
0,120,32,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_3.txt
0,121,22,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_20.txt
0,122,21,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_2.txt
0,123,14,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_13.txt
0,124,9,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_0.txt
0,125,7,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_7.txt
0,126,6,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_6.txt
0,127,2,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_2.txt
0,128,null,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_9.txt
0,129,null,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_8.txt
0,130,null,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_7.txt
0,131,null,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_6.txt
0,132,null,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_5.txt
0,133,null,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_4.txt
0,134,null,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_3.txt
0,135,653,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_2.txt
0,136,652,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_16.txt
0,137,651,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_15.txt
0,138,650,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_14.txt
0,139,648,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_12.txt
0,140,647,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_11.txt
0,141,646,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_10.txt
0,142,644,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Хаджи–Мурат.%2035_0.txt
0,143,643,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Смерть%20Ивана%20Ильича.%2026_0.txt
0,144,642,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Семейное%20счастие%205_0.txt
0,145,640,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Набег.%20Рассказ%20волонтера.%203_3.txt
0,146,639,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Набег.%20Рассказ%20волонтера.%203_2.txt
0,147,638,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Набег.%20Рассказ%20волонтера.%203_1.txt
0,148,637,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Набег.%20Рассказ%20волонтера.%203_0.txt
0,149,636,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_9.txt
0,150,635,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_8.txt
0,151,634,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_7.txt
0,152,632,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_5.txt
0,153,631,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_4.txt
0,154,629,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_2.txt
0,155,628,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_10.txt
0,156,627,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_1.txt
0,157,626,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20кавказских%20воспоминаний.%20Разжалованный%203_0.txt
0,158,625,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20записок%20князя%20Д.%20Нехлюдова%20(Люцерн)%205_1.txt
0,159,624,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Из%20записок%20князя%20Д.%20Нехлюдова%20(Люцерн)%205_0.txt
0,160,623,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Детство%201_1.txt
0,161,622,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Детство%201_0.txt
0,162,621,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Декабристы.%2017_0.txt
0,163,619,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_99.txt
0,164,618,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_98.txt
0,165,617,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_97.txt
0,166,616,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_96.txt
0,167,614,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_94.txt
0,168,613,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_93.txt
0,169,612,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_92.txt
0,170,611,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_91.txt
0,171,610,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_90.txt
0,172,609,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_9.txt
0,173,606,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_87.txt
0,174,605,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_86.txt
0,175,604,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_85.txt
0,176,603,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_84.txt
0,177,602,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_83.txt
0,178,601,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_82.txt
0,179,600,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_81.txt
0,180,599,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_80.txt
0,181,597,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_79.txt
0,182,595,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_78.txt
0,183,594,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_77.txt
0,184,593,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_76.txt
0,185,592,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_75.txt
0,186,591,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_74.txt
0,187,590,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_73.txt
0,188,588,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_71.txt
0,189,587,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_70.txt
0,190,586,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_7.txt
0,191,585,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_69.txt
0,192,584,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_68.txt
0,193,583,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_67.txt
0,194,582,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_66.txt
0,195,581,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_65.txt
0,196,580,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_64.txt
0,197,579,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_63.txt
0,198,577,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_61.txt
0,199,574,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_59.txt
0,200,573,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_58.txt
0,201,572,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_57.txt
0,202,571,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_56.txt
0,203,570,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_55.txt
0,204,569,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_54.txt
0,205,568,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_53.txt
0,206,567,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_52.txt
0,207,566,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_51.txt
0,208,565,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_50.txt
0,209,563,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_49.txt
0,210,562,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_48.txt
0,211,560,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_46.txt
0,212,558,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_44.txt
0,213,557,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_43.txt
0,214,556,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_42.txt
0,215,555,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_41.txt
0,216,554,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_40.txt
0,217,552,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_39.txt
0,218,551,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_38.txt
0,219,550,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_37.txt
0,220,548,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_35.txt
0,221,547,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_34.txt
0,222,546,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%209_33.txt
